timestamp,open,high,low,close,volume, turnover
2026-09-07T15:17:00Z,79012.9,79015,78956,78969,29.9967,2369118.45476
2026-09-07T15:18:00Z,78969,79013.6,78765.5,79013.6,501.5993,39546685.53168
2026-09-07T15:19:00Z,79013.6,79107.4,78992.2,79103.7,72.588,5739650.32951
2026-09-07T15:20:00Z,79103.7,79118.4,79036.8,79036.9,25.7636,2037678.09743
2026-09-07T15:21:00Z,79036.9,79086.1,79036.8,79069.1,18.0541,1427511.06141
2026-09-07T15:22:00Z,79069.1,79069.2,79037.6,79064.3,29.1552,2304981.47512
2026-09-07T15:23:00Z,79064.3,79068.2,79064.3,79068.2,7.6737,606744.9933
2026-09-07T15:24:00Z,79068.2,79080,79051.9,79079.9,18.4752,1460928.30547
2026-09-07T15:25:00Z,79079.9,79089.1,79050,79089.1,11.9264,943014.88743
2026-09-07T15:26:00Z,79089.1,79100,79050,79058.6,19.508,1542652.69648
2026-09-07T15:27:00Z,79058.6,79060,79038.1,79047.7,10.3341,816929.59852
2026-09-07T15:28:00Z,79047.7,79057.7,79008.4,79025.7,19.2526,1521419.72508
2026-09-07T15:29:00Z,79025.7,79025.7,78995.6,79002.9,5.6585,447031.93553
2026-09-07T15:30:00Z,79002.9,79004.6,78940.5,78940.5,26.4502,2088856.5863
2026-09-07T15:31:00Z,78940.5,78940.6,78863.8,78896.8,65.9188,5201246.69093
2026-09-07T15:32:00Z,78896.8,78909,78863.8,78874.6,45.7297,3607166.22769
2026-09-07T15:33:00Z,78874.6,78874.6,78822.1,78835.1,53.4644,4215286.46287
2026-09-07T15:34:00Z,78835.1,78838.7,78735.1,78808.1,74.3329,5855930.3391
2026-09-07T15:35:00Z,78808.1,78867.8,78788.7,78851.7,39.032,3077389.27687
2026-09-07T15:36:00Z,78851.7,78873,78791.4,78794.2,29.3793,2315615.59167
2026-09-07T15:37:00Z,78794.2,78810,78738.7,78759.8,82.7424,6517409.561
2026-09-07T15:38:00Z,78759.8,78769.5,78710.1,78734.8,70.3067,5534874.98393
2026-09-07T15:39:00Z,78734.8,78771,78730,78731.5,39.8036,3134766.88176
2026-09-07T15:40:00Z,78731.5,78766.8,78680,78704.9,130.2184,10247537.59602
2026-09-07T15:41:00Z,78704.9,78705,78655,78664.2,74.3263,5847683.03822
2026-09-07T15:42:00Z,78664.2,78737.6,78644.8,78732.9,110.6398,8706149.4587
2026-09-07T15:43:00Z,78732.9,78768.6,78708.5,78737,42.9588,3382953.44022
2026-09-07T15:44:00Z,78737,78777.5,78725.1,78740.4,41.0365,3231386.77963
2026-09-07T15:45:00Z,78740.4,78740.4,78687.1,78690.8,37.1233,2921340.44925
2026-09-07T15:46:00Z,78690.8,78734.3,78670.9,78709.3,81.4735,6412769.7341
2026-09-07T15:47:00Z,78709.3,78777.7,78709.3,78742.4,34.3358,2703633.25788
2026-09-07T15:48:00Z,78742.4,78823.7,78742.4,78804.2,48.766,3842983.76267
2026-09-07T15:49:00Z,78804.2,78822,78800,78818.2,29.6048,2333060.17667
2026-09-07T15:50:00Z,78818.2,78838.9,78800.3,78816.9,30.9013,2435463.78333
2026-09-07T15:51:00Z,78816.9,78830.7,78791.7,78798.8,20.4793,1613983.7018
2026-09-07T15:52:00Z,78798.8,78823,78798.7,78815,6.0656,478022.82978
2026-09-07T15:53:00Z,78815,78817,78800,78808.7,20.4924,1615071.22663
2026-09-07T15:54:00Z,78808.7,78808.7,78800,78806.8,5.0133,395067.14941
2026-09-07T15:55:00Z,78806.8,78824.4,78761.3,78765.8,25.4218,2003363.46408
2026-09-07T15:56:00Z,78765.8,78765.9,78702.1,78703,13.1565,1035882.87485
2026-09-07T15:57:00Z,78703,78773.5,78702.9,78762.6,16.4258,1293380.96887
2026-09-07T15:58:00Z,78762.6,78830.8,78762.6,78816.1,14.6361,1153474.77313
2026-09-07T15:59:00Z,78816.1,78816.1,78775,78795.4,8.3163,655179.85377
2026-09-07T16:00:00Z,78795.4,78865.5,78784,78832.1,39.4274,3107690.63122
2026-09-07T16:01:00Z,78832.1,78865.5,78832.1,78838.8,9.7436,768327.35091
2026-09-07T16:02:00Z,78838.8,78887.3,78833.1,78887.3,16.4914,1300471.03698
2026-09-07T16:03:00Z,78887.3,78888,78869.1,78880.1,15.9713,1259889.67846
2026-09-07T16:04:00Z,78880.1,78888,78831.6,78831.7,16.0358,1264669.74728
2026-09-07T16:05:00Z,78831.7,78868.2,78810.6,78859.1,7.9487,626737.02848
2026-09-07T16:06:00Z,78859.1,78860.4,78828.3,78833.2,17.329,1366396.30901
2026-09-07T16:07:00Z,78833.2,78837.7,78800,78837.7,19.4288,1531339.9953
2026-09-07T16:08:00Z,78837.7,78858,78837.7,78858,5.8277,459494.68334
2026-09-07T16:09:00Z,78858,78878.9,78853,78855,8.0677,636253.23694
2026-09-07T16:10:00Z,78855,78862.8,78850.1,78851.2,2.2424,176824.34116
